id,gender,yob,numberOfRides,duration,rideFrequency
3a1239af-1cb4-43c4-80e1-21068a016b92,M,2000,341,346,0.9855491329479767
3a4e4b18-7c14-4857-8f45-b1276c3190e4,M,1984,216,285,0.7578947368421053
3a694eae-d3b1-42a3-abfb-0986ffb5e0b9,M,1986,1361,1896,0.7178270042194093
3a74749c-d364-465a-8b26-47a6a58ddc55,M,1984,131,214,0.6121495327102804
3ab9ba0b-99e4-4b8f-a77c-4caee2ea0d8b,M,2090,346,416,0.8317307692307693
3b0af3a5-eaef-475d-bc83-52a434998d74,M,1955,1074,1683,0.6381461675579323
3b1f5ed5-51c9-451d-8eda-b9e85d62c7d4,M,1969,270,329,0.8206686930091185
3b42a8be-1513-46dc-8869-f151a5885397,M,2000,399,673,0.5928677563150074
3bc89d1c-5f82-41a0-9534-e6f747be37a4,M,1970,259,450,0.5755555555555556
3bd695c4-0bd1-40e4-a8c2-97fcd95cb1c9,M,1966,553,849,0.6513545347467609
3be60cae-ab57-4016-b03a-6a3a76e9279c,M,1981,370,640,0.578125
3c3e47ca-7c5d-4a84-a29a-d0294f3a9c54,M,1972,436,739,0.5899864682002707
3c44d41d-ae6d-477d-9be8-a8a51f554b9b,M,1973,607,561,1.0819964349376114
3c59468a-7406-46fd-8e8d-40c5a43d974f,M,2064,1127,1556,0.724293059125964
3c61dc3b-68c0-4a2d-8724-6a744abe6d19,F,2000,116,216,0.5370370370370371
3cda1bd7-56c5-428e-98c7-fe13f7e1cbae,F,1982,171,259,0.6602316602316602
3ce07794-41c7-4c74-8b02-3c7cf90b5456,M,2062,1144,1289,0.8875096974398758
3d296088-fb88-49c8-886e-3c020c5bba60,M,1961,2079,3563,0.5834970530451866
3d30b54d-bcdb-452a-b50f-68b1c06c8726,M,1981,495,799,0.6195244055068836
3d8aaafe-f047-4cd8-b951-30fc8db6bd22,M,2060,761,1389,0.5478761699064075
3d9646c3-9b24-47d0-b7fe-1d48dedd26ce,M,1966,340,509,0.6679764243614931
